NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
wt050_056,1.298652,1.272501,0.578358,0.57836,0.645341,0.048047,0.374635,0.042466,730,761,0.042466,164,27/8/2019,4,1,0.8,4,50,2,50314,25177
wt050_056,2.12096,2.082992,1.408456,1.408458,0.609122,0.064681,1.127326,0.042466,730,761,0.042466,187,27/8/2019,4,1,0.8,5,50,2,45592,24761
wt050_056,2.230801,2.199077,1.498666,1.498672,0.633017,0.063371,1.228806,0.042466,730,761,0.042466,157,27/8/2019,4,1,0.8,6,50,2,45592,24004
wt050_056,1.854157,1.813632,1.122779,1.122783,0.62782,0.060093,0.824084,0.042466,730,761,0.042466,194,27/8/2019,4,1,0.8,7,50,2,45592,23165
wt050_056,2.103471,2.061615,1.281857,1.281859,0.717097,0.062339,1.029184,0.042466,730,761,0.042466,164,27/8/2019,4,1,0.8,8,50,2,45592,24753
wt050_056,0.771578,0.759462,0.122074,0.122077,0.63239,0,0.040748,0.042466,730,761,0.042466,164,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_056,3.299922,3.272146,2.586114,2.586117,0.598792,0,2.397052,0.042466,730,761,0.042466,181,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_061,3.37228,3.326915,1.770483,1.770486,1.507529,0.045164,1.163054,0.01259,13582,13753,0.01259,395,27/8/2019,4,1,0.8,1,50,2,60718,17374
wt050_061,3.732945,3.686078,2.228061,2.228065,1.405811,0.048467,1.717541,0.01259,13582,13753,0.01259,367,27/8/2019,4,1,0.8,2,50,2,60718,17317
wt050_061,2.602183,2.575792,1.077664,1.077669,1.432169,0.064606,0.606397,0.01259,13582,13753,0.01259,347,27/8/2019,4,1,0.8,3,50,2,60718,17362
wt050_061,3.354996,3.298829,1.562138,1.562142,1.665752,0.067224,0.960534,0.012292,13586,13753,0.012292,420,27/8/2019,4,1,0.8,4,50,2,60718,17809
wt050_061,5.244096,5.186717,3.624974,3.624979,1.494287,0.063651,2.962056,0.01259,13582,13753,0.01259,395,27/8/2019,4,1,0.8,5,50,2,55987,15356
wt050_061,5.500331,5.44473,3.760958,3.760962,1.611813,0.067131,3.184572,0.01259,13582,13753,0.01259,367,27/8/2019,4,1,0.8,6,50,2,55987,15335
wt050_061,3.907483,3.831777,2.327917,2.327923,1.436264,0.06748,1.773066,0.01259,13582,13753,0.01259,347,27/8/2019,4,1,0.8,7,50,2,55987,15337
wt050_061,5.10141,5.017015,3.494314,3.49432,1.447915,0.070462,2.852317,0.012292,13586,13753,0.012292,420,27/8/2019,4,1,0.8,8,50,2,55987,14302
wt050_061,1.946165,1.90371,0.454278,0.454282,1.444492,0,0.095098,0.013336,13572,13753,0.013336,354,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_061,7.781699,7.725351,6.191787,6.19179,1.419818,0,5.655694,0.012292,13586,13753,0.012292,383,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_066,3.335826,3.255689,1.705778,1.705782,1.518771,0.027796,0.835054,0.000465,40895,40914,0.000465,516,27/8/2019,4,1,0.8,1,50,2,41698,3536
wt050_066,4.532063,4.479118,2.862621,2.862625,1.573867,0.040121,1.780142,0.000244,40904,40914,0.000244,585,27/8/2019,4,1,0.8,2,50,2,41698,2417
wt050_066,3.19052,3.119601,1.524617,1.524622,1.567335,0.02435,0.517413,0.000465,40895,40914,0.000465,572,27/8/2019,4,1,0.8,3,50,2,41698,3519
wt050_066,3.598676,3.522877,1.868909,1.868914,1.608993,0.041507,0.936056,0.000244,40904,40914,0.000244,567,27/8/2019,4,1,0.8,4,50,2,41698,2540
wt050_066,4.945681,4.857899,3.236319,3.236321,1.572444,0.048857,2.316345,0.000465,40895,40914,0.000465,516,27/8/2019,4,1,0.8,5,50,2,36751,2607
wt050_066,5.895773,5.792948,4.063645,4.063651,1.678079,0.046991,3.009362,0.000244,40904,40914,0.000244,585,27/8/2019,4,1,0.8,6,50,2,36751,1779
wt050_066,4.477575,4.398357,2.781989,2.781994,1.572094,0.041124,1.760476,0.000465,40895,40914,0.000465,572,27/8/2019,4,1,0.8,7,50,2,36751,2555
wt050_066,5.399592,5.299539,3.629445,3.629449,1.594926,0.071274,2.630647,0.000244,40904,40914,0.000244,567,27/8/2019,4,1,0.8,8,50,2,36751,1757
wt050_066,2.705503,2.605296,0.957543,0.957547,1.644089,0,0.104439,0.000685,40886,40914,0.000685,557,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_066,8.79445,8.676721,7.038025,7.038028,1.56346,0,5.968357,0.000244,40904,40914,0.000244,590,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_071,4.01841,3.91288,2.714265,2.714269,1.163317,0.034758,1.444744,1.3E-05,78532,78533,1.3E-05,679,27/8/2019,4,1,0.8,1,50,2,47533,1354
wt050_071,5.605697,5.506208,4.079706,4.079712,1.393887,0.029503,2.682295,1.3E-05,78532,78533,1.3E-05,697,27/8/2019,4,1,0.8,2,50,2,47533,1269
wt050_071,3.79157,3.690862,2.438989,2.438993,1.224354,0.023994,1.002595,1.3E-05,78532,78533,1.3E-05,724,27/8/2019,4,1,0.8,3,50,2,47533,1244
wt050_071,4.053763,3.974441,2.596571,2.596576,1.321775,0.052549,1.340808,1.3E-05,78532,78533,1.3E-05,663,27/8/2019,4,1,0.8,4,50,2,47533,1498
wt050_071,6.400611,6.28997,4.96257,4.962576,1.267279,0.05672,3.618126,1.3E-05,78532,78533,1.3E-05,679,27/8/2019,4,1,0.8,5,50,2,36890,617
wt050_071,7.217207,7.100542,5.794972,5.794978,1.255202,0.048857,4.455117,1.3E-05,78532,78533,1.3E-05,697,27/8/2019,4,1,0.8,6,50,2,36890,691
wt050_071,5.736872,5.641857,4.245986,4.245988,1.347532,0.048683,2.859195,1.3E-05,78532,78533,1.3E-05,724,27/8/2019,4,1,0.8,7,50,2,36890,590
wt050_071,6.269068,6.183518,4.862337,4.862342,1.276809,0.044243,3.63768,1.3E-05,78532,78533,1.3E-05,663,27/8/2019,4,1,0.8,8,50,2,36890,737
wt050_071,2.673009,2.570847,1.314271,1.314275,1.251281,0,0.149653,0.000153,78521,78533,0.000153,585,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_071,11.724512,11.535024,10.226674,10.226678,1.203269,0,9.023758,1.3E-05,78532,78533,1.3E-05,656,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_076,0.082148,0.071359,0,0,0.000914,0.069523,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,50,2,62242,0
wt050_076,0.076081,0.061929,0,0,0.000839,0.060212,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,50,2,62242,0
wt050_076,0.078076,0.05772,0,0,0.000851,0.056003,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,3,50,2,62242,0
wt050_076,0.077837,0.05057,0,0,0.00053,0.049175,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,50,2,62242,0
wt050_076,0.099857,0.076319,0,0,0.000435,0.075403,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,5,50,2,56955,0
wt050_076,0.099426,0.085911,0,0,0.00094,0.08405,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,6,50,2,56955,0
wt050_076,0.098592,0.078828,0,0,0.000922,0.076969,0,1,0,0,0,0,27/8/2019,4,1,0.8,7,50,2,56955,0
wt050_076,0.09936,0.071702,0,0,0.000457,0.070755,0,1,0,0,0,0,27/8/2019,4,1,0.8,8,50,2,56955,0
wt050_076,0.002329,0.002299,0,0,0.00094,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_076,0.16074,0.143818,0,0,0.000999,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_081,2.567281,2.501589,1.55788,1.557882,0.894063,0.049512,1.036417,0.007435,538,542,0.007435,348,27/8/2019,4,1,0.8,1,50,2,60456,27162
wt050_081,2.947716,2.903398,1.951801,1.951806,0.903554,0.044473,1.451386,0.007435,538,542,0.007435,312,27/8/2019,4,1,0.8,2,50,2,60456,27152
wt050_081,2.270321,2.227213,1.08985,1.089853,1.065941,0.07126,0.581708,0.007435,538,542,0.007435,329,27/8/2019,4,1,0.8,3,50,2,60456,27162
wt050_081,2.377285,2.299446,1.334287,1.334292,0.922825,0.041771,0.839114,0.007435,538,542,0.007435,315,27/8/2019,4,1,0.8,4,50,2,60456,27221
wt050_081,4.332916,4.207922,3.198883,3.198886,0.929821,0.075459,2.59838,0.007435,538,542,0.007435,346,27/8/2019,4,1,0.8,5,50,2,57933,27130
wt050_081,4.554995,4.495316,3.502019,3.502022,0.93244,0.060256,2.882664,0.007435,538,542,0.007435,339,27/8/2019,4,1,0.8,6,50,2,57933,27173
wt050_081,3.405004,3.361208,2.191529,2.191533,1.09224,0.077707,1.612008,0.007435,538,542,0.007435,329,27/8/2019,4,1,0.8,7,50,2,57933,27130
wt050_081,3.811096,3.706675,2.607283,2.607285,1.002511,0.09628,2.034105,0.007435,538,542,0.007435,315,27/8/2019,4,1,0.8,8,50,2,57933,27173
wt050_081,1.25771,1.226648,0.303985,0.303989,0.917656,0,0.069841,0.007435,538,542,0.007435,246,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_081,5.850702,5.768756,4.699242,4.699245,0.959882,0,4.33265,0.007435,538,542,0.007435,288,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_086,3.685803,3.591892,1.426811,1.426815,2.114526,0.047544,0.857586,0.027834,12251,12592,0.027834,389,27/8/2019,4,1,0.8,1,50,2,54793,16659
wt050_086,4.417734,4.376301,2.219279,2.219284,2.102772,0.049004,1.623428,0.02641,12268,12592,0.02641,401,27/8/2019,4,1,0.8,2,50,2,54793,16136
wt050_086,3.510727,3.46315,1.242056,1.24206,2.161923,0.055037,0.609967,0.027834,12251,12592,0.027834,397,27/8/2019,4,1,0.8,3,50,2,54793,16682
wt050_086,3.988238,3.910569,1.680821,1.680827,2.167996,0.057281,1.047195,0.026076,12272,12592,0.026076,403,27/8/2019,4,1,0.8,4,50,2,54793,17447
wt050_086,5.512281,5.422894,3.205022,3.205025,2.144484,0.07284,2.551754,0.027834,12251,12592,0.027834,408,27/8/2019,4,1,0.8,5,50,2,51692,14997
wt050_086,6.012915,5.947455,3.693273,3.693277,2.203006,0.047991,3.042357,0.026327,12269,12592,0.026327,407,27/8/2019,4,1,0.8,6,50,2,51692,14518
wt050_086,4.777797,4.704535,2.388916,2.38892,2.230549,0.083478,1.753644,0.027834,12251,12592,0.027834,397,27/8/2019,4,1,0.8,7,50,2,51692,14959
wt050_086,5.493335,5.429092,3.223849,3.223853,2.136645,0.064459,2.589881,0.026076,12272,12592,0.026076,403,27/8/2019,4,1,0.8,8,50,2,51692,14546
wt050_086,2.764587,2.702851,0.578103,0.578107,2.119063,0,0.092439,0.028758,12240,12592,0.028758,398,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_086,8.287598,8.212894,5.970837,5.97084,2.163363,0,5.303993,0.025908,12274,12592,0.025908,400,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_091,3.448558,3.394584,1.981112,1.981116,1.365058,0.044667,1.193022,0.001269,47289,47349,0.001269,482,27/8/2019,4,1,0.8,1,50,2,56988,8048
wt050_091,4.380657,4.322474,2.71387,2.713875,1.561752,0.045854,1.946507,0.001163,47294,47349,0.001163,469,27/8/2019,4,1,0.8,2,50,2,56988,7500
wt050_091,3.019407,2.959452,1.504626,1.504627,1.403601,0.050915,0.717909,0.001269,47289,47349,0.001269,482,27/8/2019,4,1,0.8,3,50,2,56988,8052
wt050_091,3.575536,3.485743,1.937712,1.937717,1.496955,0.047678,1.177841,0.001163,47294,47349,0.001163,468,27/8/2019,4,1,0.8,4,50,2,56988,7554
wt050_091,5.639037,5.586286,4.007598,4.007603,1.511601,0.062647,3.167161,0.001269,47289,47349,0.001269,482,27/8/2019,4,1,0.8,5,50,2,50568,6253
wt050_091,5.981058,5.925194,4.453101,4.453106,1.403768,0.064786,3.632996,0.001163,47294,47349,0.001163,469,27/8/2019,4,1,0.8,6,50,2,50568,5813
wt050_091,4.570933,4.50377,2.923082,2.923089,1.509797,0.066523,2.13827,0.001269,47289,47349,0.001269,482,27/8/2019,4,1,0.8,7,50,2,50568,6270
wt050_091,5.303378,5.205493,3.656299,3.656304,1.485538,0.059932,2.903299,0.001163,47294,47349,0.001163,468,27/8/2019,4,1,0.8,8,50,2,50568,5837
wt050_091,2.27696,2.221794,0.81409,0.814094,1.400357,0,0.113642,0.001353,47285,47349,0.001353,462,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_091,8.831134,8.770241,7.275075,7.275078,1.399997,0,6.494289,0.001163,47294,47349,0.001163,477,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_096,3.096754,3.033774,1.781421,1.781423,1.207187,0.045312,1.029878,0.000356,92800,92833,0.000356,515,27/8/2019,4,1,0.8,1,50,2,52501,5593
wt050_096,3.840572,3.770602,2.491352,2.491356,1.226357,0.050328,1.794435,0.000334,92802,92833,0.000334,459,27/8/2019,4,1,0.8,2,50,2,52501,5140
wt050_096,2.86604,2.805771,1.529123,1.529127,1.213438,0.060371,0.690546,0.000356,92800,92833,0.000356,521,27/8/2019,4,1,0.8,3,50,2,52501,5488
wt050_096,3.353391,3.277998,1.961633,1.961638,1.260097,0.056338,1.156058,0.000334,92802,92833,0.000334,510,27/8/2019,4,1,0.8,4,50,2,52501,5237
wt050_096,5.218747,5.160473,3.814738,3.814744,1.27047,0.074729,2.993842,0.000356,92800,92833,0.000356,515,27/8/2019,4,1,0.8,5,50,2,43554,4467
wt050_096,5.346552,5.254517,3.943924,3.94393,1.240452,0.065278,3.246491,0.000334,92802,92833,0.000334,459,27/8/2019,4,1,0.8,6,50,2,43554,4133
wt050_096,4.752312,4.693646,3.076086,3.076088,1.549338,0.067885,2.242599,0.000356,92800,92833,0.000356,521,27/8/2019,4,1,0.8,7,50,2,43554,4379
wt050_096,5.272075,5.193895,3.881007,3.881012,1.241718,0.07124,3.1208,0.000334,92802,92833,0.000334,510,27/8/2019,4,1,0.8,8,50,2,43554,4144
wt050_096,2.239655,2.161246,0.870975,0.870979,1.282312,0,0.127407,0.000377,92798,92833,0.000377,509,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_096,9.902747,9.794667,8.46395,8.463954,1.233389,0,7.673378,0.000323,92803,92833,0.000323,522,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_101,0.061316,0.051439,0,0,0.000812,0.050169,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,50,2,52376,0
wt050_101,0.062797,0.042904,0,0,0.000828,0.041266,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,2,50,2,52376,0
wt050_101,0.065164,0.055311,0,0,0.000704,0.054127,0,1,0,0,0,0,27/8/2019,4,1,0.8,3,50,2,52376,0
wt050_101,0.064109,0.043741,0,0,0.00056,0.042731,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,4,50,2,52376,0
wt050_101,0.081309,0.057431,0,0,0.000897,0.055611,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,50,2,50002,0
wt050_101,0.076746,0.056579,0,0,0.000874,0.054851,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,50,2,50002,0
wt050_101,0.074507,0.050658,0,0,0.000828,0.049036,0,1,0,0,0,0,27/8/2019,4,1,0.8,7,50,2,50002,0
wt050_101,0.072658,0.056071,0,0,0.000801,0.054489,0,1,0,0,0,0,27/8/2019,4,1,0.8,8,50,2,50002,0
wt050_101,0.002122,0.001649,0,0,0.00098,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_101,0.109084,0.101761,0,0,0.000416,0,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_106,0.099084,0.07971,0,0,0.001295,0.076947,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,50,2,56424,0
wt050_106,0.067716,0.054077,0,0,0.000918,0.052107,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,50,2,56424,0
wt050_106,0.06881,0.048935,0,0,0,0.04888,0,1,0,0,0,0,27/8/2019,4,1,0.8,3,50,2,56424,0
wt050_106,0.075367,0.061141,0,0,0.000579,0.059856,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,50,2,56424,0
wt050_106,0.08581,0.063004,0,0,0.000867,0.060959,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,50,2,56052,0
wt050_106,0.092732,0.07275,0,0,0.000698,0.071507,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,50,2,56052,0
wt050_106,0.08751,0.070413,0,0,0.000886,0.068516,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,7,50,2,56052,0
wt050_106,0.086904,0.066647,0,0,0.000896,0.06471,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,8,50,2,56052,0
wt050_106,0.002028,0.002014,0,0,0.0009,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_106,0.111373,0.100956,0,0,0.000917,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_111,4.07433,4.005963,2.522201,2.522203,1.429027,0.054753,1.613705,0.004633,15541,15613,0.004633,487,27/8/2019,4,1,0.8,1,50,2,61047,9013
wt050_111,5.013027,4.939111,3.546563,3.546568,1.331491,0.05781,2.542054,0.004504,15543,15613,0.004504,515,27/8/2019,4,1,0.8,2,50,2,61047,8228
wt050_111,3.156342,3.106485,1.695724,1.695726,1.354573,0.055745,0.88832,0.004633,15541,15613,0.004633,483,27/8/2019,4,1,0.8,3,50,2,61047,8709
wt050_111,4.111591,4.056134,2.641532,2.641537,1.339094,0.07376,1.657912,0.004504,15543,15613,0.004504,521,27/8/2019,4,1,0.8,4,50,2,61047,8906
wt050_111,6.232211,6.14113,4.655661,4.655663,1.419475,0.066452,3.762641,0.004633,15541,15613,0.004633,507,27/8/2019,4,1,0.8,5,50,2,58449,8027
wt050_111,6.848168,6.80191,5.333059,5.333063,1.392133,0.074479,4.395743,0.004504,15543,15613,0.004504,531,27/8/2019,4,1,0.8,6,50,2,58449,7450
wt050_111,4.699222,4.634742,3.202297,3.202299,1.374819,0.057608,2.363905,0.004633,15541,15613,0.004633,483,27/8/2019,4,1,0.8,7,50,2,58449,7863
wt050_111,6.181726,6.104841,4.698733,4.698739,1.34509,0.05991,3.719481,0.004504,15543,15613,0.004504,521,27/8/2019,4,1,0.8,8,50,2,58449,7886
wt050_111,2.139556,2.075164,0.709835,0.709839,1.360178,0,0.118162,0.006122,15518,15613,0.006122,459,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_111,9.065857,8.976806,7.448137,7.448141,1.433129,0,6.656681,0.004504,15543,15613,0.004504,463,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_116,2.998232,2.936521,1.594264,1.594268,1.3005,0.037373,0.949228,0.007588,19504,19652,0.007588,452,27/8/2019,4,1,0.8,1,50,2,47899,12252
wt050_116,4.461615,4.39864,3.054162,3.054166,1.294744,0.04654,2.302647,0.006865,19518,19652,0.006865,496,27/8/2019,4,1,0.8,2,50,2,47899,11314
wt050_116,2.638699,2.59713,1.146711,1.146715,1.396252,0.051018,0.527003,0.007588,19504,19652,0.007588,428,27/8/2019,4,1,0.8,3,50,2,47899,12042
wt050_116,2.978387,2.913717,1.534016,1.534021,1.342185,0.034532,0.850973,0.006659,19522,19652,0.006659,421,27/8/2019,4,1,0.8,4,50,2,47899,10912
wt050_116,4.8568,4.801737,3.264845,3.264849,1.482353,0.054984,2.557105,0.007588,19504,19652,0.007588,452,27/8/2019,4,1,0.8,5,50,2,44210,10166
wt050_116,6.485791,6.364975,4.980982,4.980987,1.32622,0.057359,4.212884,0.006865,19518,19652,0.006865,495,27/8/2019,4,1,0.8,6,50,2,44210,9372
wt050_116,3.906349,3.82339,2.440633,2.440636,1.334069,0.049078,1.737624,0.007588,19504,19652,0.007588,428,27/8/2019,4,1,0.8,7,50,2,44210,9949
wt050_116,4.622584,4.565434,3.083644,3.083648,1.42157,0.057162,2.41604,0.006659,19522,19652,0.006659,421,27/8/2019,4,1,0.8,8,50,2,44210,8884
wt050_116,2.019929,1.947605,0.577966,0.577971,1.364468,0,0.085961,0.008208,19492,19652,0.008208,418,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_116,6.867529,6.806352,5.414086,5.41409,1.303637,0,4.780348,0.006556,19524,19652,0.006556,438,27/8/2019,4,1,0.8,10,50,2,0,0
wt050_121,4.891895,4.800197,2.835512,2.835516,1.89545,0.066167,1.575833,0.000216,41696,41705,0.000216,644,27/8/2019,4,1,0.8,1,50,2,48017,2501
wt050_121,5.251269,5.167416,3.216764,3.216769,1.898939,0.047157,2.143076,0.000216,41696,41705,0.000216,569,27/8/2019,4,1,0.8,2,50,2,48017,2332
wt050_121,4.717619,4.619241,2.33967,2.339674,2.230115,0.049277,1.042232,0.000216,41696,41705,0.000216,624,27/8/2019,4,1,0.8,3,50,2,48017,2378
wt050_121,4.837554,4.757276,2.738564,2.738569,1.965321,0.051917,1.40709,0.000216,41696,41705,0.000216,608,27/8/2019,4,1,0.8,4,50,2,48017,2623
wt050_121,7.290465,7.186801,5.165059,5.165064,1.961552,0.057171,3.872128,0.000216,41696,41705,0.000216,644,27/8/2019,4,1,0.8,5,50,2,41369,1624
wt050_121,6.987998,6.837616,4.874676,4.87468,1.902834,0.055864,3.807087,0.000216,41696,41705,0.000216,569,27/8/2019,4,1,0.8,6,50,2,41369,1574
wt050_121,6.456284,6.365292,4.258904,4.258911,2.013359,0.090094,3.045713,0.000216,41696,41705,0.000216,624,27/8/2019,4,1,0.8,7,50,2,41369,1569
wt050_121,7.065339,6.972574,4.874772,4.874778,2.033388,0.061691,3.68856,0.000216,41696,41705,0.000216,608,27/8/2019,4,1,0.8,8,50,2,41369,1730
wt050_121,2.990077,2.905758,0.918154,0.918159,1.985405,0,0.105252,0.000216,41696,41705,0.000216,498,27/8/2019,4,1,0.8,9,50,2,0,0
wt050_121,12.186273,12.023844,10.020832,10.020835,1.915473,0,8.867973,0.000216,41696,41705,0.000216,636,27/8/2019,4,1,0.8,10,50,2,0,0
wt100_001,12.266747,12.135565,8.241058,8.241065,3.689075,0.197982,6.448895,0.007544,3314,3339,0.007544,499,27/8/2019,4,1,0.8,1,100,2,223650,97444
wt100_001,15.183881,15.061058,11.167585,11.167589,3.683232,0.204752,9.377174,0.007544,3314,3339,0.007544,492,28/8/2019,4,1,0.8,2,100,2,223650,97191
wt100_001,10.077521,9.942133,5.978534,5.978541,3.736846,0.223434,3.997126,0.007544,3314,3339,0.007544,517,27/8/2019,4,1,0.8,3,100,2,223650,97401
wt100_001,12.693348,12.563516,8.663317,8.663319,3.699845,0.196623,6.733681,0.007544,3314,3339,0.007544,504,28/8/2019,4,1,0.8,4,100,2,223650,97443
wt100_001,18.253011,18.065523,13.645145,13.645153,4.070476,0.343956,11.517915,0.007544,3314,3339,0.007544,487,28/8/2019,4,1,0.8,5,100,2,159481,96749
wt100_001,21.451481,21.298434,16.894306,16.89431,4.041494,0.360004,14.682257,0.007544,3314,3339,0.007544,487,28/8/2019,4,1,0.8,6,100,2,159481,96797
wt100_001,16.171729,16.017147,11.65801,11.658016,3.97924,0.377588,9.361337,0.007544,3314,3339,0.007544,517,28/8/2019,4,1,0.8,7,100,2,159481,96770
wt100_001,20.289934,20.103939,15.722976,15.722982,3.990454,0.387773,13.314476,0.007544,3314,3339,0.007544,504,28/8/2019,4,1,0.8,8,100,2,159481,96825
wt100_001,5.769852,5.701469,0.912733,0.912739,4.777264,0,0.435335,0.007544,3314,3339,0.007544,440,28/8/2019,4,1,0.8,9,100,2,0,0
wt100_001,61.667613,61.144057,54.738973,54.738977,4.901001,0,52.608674,0.007544,3314,3339,0.007544,468,28/8/2019,4,1,0.8,10,100,2,0,0
wt100_006,25.251744,25.018705,14.458277,14.458284,10.295196,0.254511,8.819157,0.000685,30644,30665,0.000685,833,28/8/2019,4,1,0.8,1,100,2,218241,67542
wt100_006,30.983138,30.629357,19.98013,19.980135,10.354233,0.285003,14.246202,0.000685,30644,30665,0.000685,817,28/8/2019,4,1,0.8,2,100,2,218241,66112
wt100_006,20.817223,20.522587,9.769303,9.769308,10.477785,0.268919,4.449463,0.000685,30644,30665,0.000685,769,28/8/2019,4,1,0.8,3,100,2,218241,67565
wt100_006,25.327876,25.075044,14.325609,14.325615,10.474846,0.266065,8.453713,0.000685,30644,30665,0.000685,801,28/8/2019,4,1,0.8,4,100,2,218241,66176
wt100_006,35.847078,35.588126,24.53881,24.538815,10.6129,0.425935,19.298813,0.000685,30644,30665,0.000685,753,28/8/2019,4,1,0.8,5,100,2,176582,66351
wt100_006,43.108966,42.627784,31.178407,31.178413,11.052135,0.388854,25.650623,0.000685,30644,30665,0.000685,788,28/8/2019,4,1,0.8,6,100,2,176582,66424
wt100_006,31.551179,31.235344,20.117125,20.117132,10.703533,0.402305,14.565876,0.000685,30644,30665,0.000685,769,28/8/2019,4,1,0.8,7,100,2,176582,66406
wt100_006,41.134189,40.722914,28.819404,28.81941,11.408276,0.484504,22.293941,0.000685,30644,30665,0.000685,801,28/8/2019,4,1,0.8,8,100,2,176582,65047
wt100_006,13.488611,13.290411,2.607177,2.607185,10.670298,0,0.763102,0.000685,30644,30665,0.000685,732,28/8/2019,4,1,0.8,9,100,2,0,0
wt100_006,98.089907,97.302086,83.515369,83.515374,11.762072,0,79.011,0.000685,30644,30665,0.000685,757,28/8/2019,4,1,0.8,10,100,2,0,0
wt100_011,40.224696,39.883555,19.748563,19.748568,19.923609,0.202597,10.11351,0.000117,93890,93901,0.000117,1167,28/8/2019,4,1,0.8,1,100,2,191767,29907
wt100_011,51.06605,50.683837,28.869907,28.869912,21.557787,0.248938,18.009147,0.000107,93891,93901,0.000107,1191,28/8/2019,4,1,0.8,2,100,2,191767,29580
wt100_011,37.962988,37.648075,16.533442,16.533448,20.883854,0.219485,5.876372,0.000117,93890,93901,0.000117,1188,28/8/2019,4,1,0.8,3,100,2,191767,29853
wt100_011,43.658084,43.272572,21.605744,21.60575,21.428598,0.232584,10.476404,0.000107,93891,93901,0.000107,1198,28/8/2019,4,1,0.8,4,100,2,191767,29782
wt100_011,56.699444,56.279099,33.919218,33.919225,22.030665,0.3192,24.165287,0.000117,93890,93901,0.000117,1167,28/8/2019,4,1,0.8,5,100,2,160363,28961
wt100_011,68.214835,67.752853,45.784916,45.784921,21.638682,0.322325,34.327387,0.000107,93891,93901,0.000107,1191,28/8/2019,4,1,0.8,6,100,2,160363,28845
wt100_011,51.151114,50.768089,29.402711,29.402715,21.033795,0.322574,19.324205,0.000117,93890,93901,0.000117,1188,28/8/2019,4,1,0.8,7,100,2,160363,28930
wt100_011,60.445189,59.95825,38.48941,38.489416,21.152731,0.304686,27.562382,0.000107,93891,93901,0.000107,1198,28/8/2019,4,1,0.8,8,100,2,160363,28838
wt100_011,29.71574,29.221891,8.07628,8.076285,21.133676,0,1.210825,0.000117,93890,93901,0.000117,1231,28/8/2019,4,1,0.8,9,100,2,0,0
wt100_011,157.06424,155.454041,132.258519,132.258524,21.707812,0,121.814788,0.000107,93891,93901,0.000107,1168,28/8/2019,4,1,0.8,10,100,2,0,0
wt100_016,46.904532,46.595746,27.770196,27.770202,18.649926,0.166962,12.656292,0.000292,209056,209117,0.000292,1574,28/8/2019,4,1,0.8,1,100,2,193030,18656
