NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
wt050_071,1.941948,1.901694,0.322429,0.322433,1.553823,0.021452,0.162792,0.000751,42625,42657,0.000751,169,27/8/2019,4,1,0.8,4,50,4,26741,4580
wt050_071,2.217818,2.140473,0.613657,0.613662,1.510583,0.014856,0.4398,0.000868,42620,42657,0.000868,158,27/8/2019,4,1,0.8,5,50,4,21866,3601
wt050_071,2.51651,2.441257,0.789971,0.789976,1.614109,0.034835,0.597255,0.000751,42625,42657,0.000751,165,27/8/2019,4,1,0.8,6,50,4,21866,3527
wt050_071,2.14465,2.045673,0.566787,0.566792,1.448191,0.027376,0.373536,0.000868,42620,42657,0.000868,166,27/8/2019,4,1,0.8,7,50,4,21866,3624
wt050_071,2.334525,2.255462,0.713188,0.713193,1.514008,0.023728,0.526808,0.000751,42625,42657,0.000751,169,27/8/2019,4,1,0.8,8,50,4,21866,3539
wt050_071,1.889259,1.838357,0.25558,0.255584,1.577301,0,0.033811,0.000892,42619,42657,0.000892,173,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_071,3.083327,2.986155,1.435553,1.435556,1.501699,0,1.264696,0.000751,42625,42657,0.000751,165,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_076,0.047842,0.034161,0,0,0.000759,0.032905,0,1,0,0,0,0,27/8/2019,4,1,0.8,1,50,4,31397,0
wt050_076,0.050259,0.033231,0,0,0.001109,0.031098,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,50,4,31397,0
wt050_076,0.065633,0.055761,0,0,0.001392,0.053213,0,1,0,0,0,0,27/8/2019,4,1,0.8,3,50,4,31397,0
wt050_076,0.063502,0.057516,0,0,0.001641,0.054509,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,50,4,31397,0
wt050_076,0.053752,0.043598,0,0,0.000594,0.042528,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,50,4,30038,0
wt050_076,0.057246,0.043523,0,0,0.000534,0.042467,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,6,50,4,30038,0
wt050_076,0.051947,0.044918,0,0,0.00051,0.04394,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,7,50,4,30038,0
wt050_076,0.053999,0.046888,0,0,0.000548,0.04625,0,1,0,0,0,0,27/8/2019,4,1,0.8,8,50,4,30038,0
wt050_076,0.002031,0.001015,0,0,0.000512,0,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_076,0.063807,0.05385,0,0,0.001112,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_081,1.162201,1.117787,0.179276,0.17928,0.90645,0.028047,0.093863,0.039749,478,497,0.039749,101,28/8/2019,4,1,0.8,1,50,4,31154,12905
wt050_081,1.326482,1.267731,0.296653,0.296658,0.943783,0.022276,0.188003,0.039749,478,497,0.039749,115,28/8/2019,4,1,0.8,2,50,4,31154,11083
wt050_081,1.176262,1.130578,0.134196,0.1342,0.965198,0.025392,0.052914,0.039749,478,497,0.039749,98,28/8/2019,4,1,0.8,3,50,4,31154,12901
wt050_081,1.22388,1.176121,0.219329,0.219333,0.934409,0.018246,0.11346,0.039749,478,497,0.039749,110,28/8/2019,4,1,0.8,4,50,4,31154,11101
wt050_081,1.455966,1.411884,0.415659,0.415663,0.956601,0.036899,0.30029,0.039749,478,497,0.039749,110,28/8/2019,4,1,0.8,5,50,4,29566,12755
wt050_081,1.553012,1.507567,0.496741,0.496743,0.986163,0.022675,0.373057,0.039749,478,497,0.039749,115,28/8/2019,4,1,0.8,6,50,4,29566,10962
wt050_081,1.333252,1.270884,0.286928,0.286932,0.962307,0.018459,0.181798,0.039749,478,497,0.039749,98,28/8/2019,4,1,0.8,7,50,4,29566,12762
wt050_081,1.46474,1.409167,0.40815,0.408154,0.974931,0.020789,0.293881,0.039749,478,497,0.039749,110,28/8/2019,4,1,0.8,8,50,4,29566,10972
wt050_081,1.081635,1.058459,0.082088,0.082091,0.969971,0,0.014234,0.039749,478,497,0.039749,109,28/8/2019,4,1,0.8,9,50,4,0,0
wt050_081,1.697936,1.654247,0.713678,0.71368,0.901784,0,0.648193,0.039749,478,497,0.039749,99,28/8/2019,4,1,0.8,10,50,4,0,0
wt050_086,2.284965,2.222335,0.557522,0.557526,1.628847,0.032414,0.269649,0.0149,8322,8446,0.0149,268,27/8/2019,4,1,0.8,1,50,4,29303,7032
wt050_086,2.450768,2.41705,0.744367,0.744371,1.641665,0.027249,0.476858,0.013926,8330,8446,0.013926,251,27/8/2019,4,1,0.8,2,50,4,29303,6811
wt050_086,2.084762,2.040545,0.389959,0.389963,1.609431,0.037949,0.131766,0.0149,8322,8446,0.0149,250,27/8/2019,4,1,0.8,3,50,4,29303,7029
wt050_086,2.242967,2.195477,0.527662,0.527665,1.636157,0.031857,0.271612,0.013926,8330,8446,0.013926,252,27/8/2019,4,1,0.8,4,50,4,29303,7273
wt050_086,2.792234,2.749696,1.093279,1.093284,1.624395,0.031101,0.768342,0.0149,8322,8446,0.0149,268,27/8/2019,4,1,0.8,5,50,4,26979,5924
wt050_086,3.190832,3.147935,1.315935,1.315938,1.793792,0.037644,0.998316,0.013926,8330,8446,0.013926,251,27/8/2019,4,1,0.8,6,50,4,26979,5761
wt050_086,2.520593,2.481859,0.794963,0.794967,1.654377,0.030003,0.505444,0.0149,8322,8446,0.0149,250,27/8/2019,4,1,0.8,7,50,4,26979,5927
wt050_086,2.678698,2.627104,1.011534,1.011539,1.579105,0.03301,0.730931,0.013926,8330,8446,0.013926,252,27/8/2019,4,1,0.8,8,50,4,26979,5779
wt050_086,2.16045,2.113422,0.330218,0.330221,1.781527,0,0.044984,0.017713,8299,8446,0.017713,248,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_086,3.849068,3.785448,2.125603,2.125606,1.612243,0,1.8748,0.013926,8330,8446,0.013926,250,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_091,2.485843,2.406334,0.299231,0.299235,2.080586,0.021366,0.154197,0.001733,26539,26585,0.001733,145,27/8/2019,4,1,0.8,1,50,4,30646,5340
wt050_091,2.620975,2.54194,0.394197,0.394202,2.109612,0.032157,0.259437,0.001469,26546,26585,0.001469,127,27/8/2019,4,1,0.8,2,50,4,30646,4927
wt050_091,2.413396,2.325978,0.232522,0.232526,2.06093,0.025604,0.089261,0.001733,26539,26585,0.001733,146,27/8/2019,4,1,0.8,3,50,4,30646,5350
wt050_091,2.601138,2.544237,0.288913,0.288917,2.216086,0.032195,0.156467,0.001469,26546,26585,0.001469,129,27/8/2019,4,1,0.8,4,50,4,30646,5022
wt050_091,3.104133,3.035383,0.673576,0.673581,2.32561,0.033118,0.502776,0.001733,26539,26585,0.001733,148,27/8/2019,4,1,0.8,5,50,4,26656,4000
wt050_091,2.825493,2.725828,0.70384,0.703846,1.987518,0.031239,0.551636,0.001469,26546,26585,0.001469,127,27/8/2019,4,1,0.8,6,50,4,26656,3557
wt050_091,3.009839,2.907958,0.487346,0.487351,2.384992,0.033205,0.32589,0.001733,26539,26585,0.001733,146,27/8/2019,4,1,0.8,7,50,4,26656,4010
wt050_091,2.844537,2.78513,0.658052,0.658057,2.093945,0.026734,0.493403,0.001469,26546,26585,0.001469,129,27/8/2019,4,1,0.8,8,50,4,26656,3570
wt050_091,2.297117,2.234459,0.157153,0.157156,2.068957,0,0.023475,0.001771,26538,26585,0.001771,139,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_091,3.921627,3.830971,1.575033,1.575036,2.196494,0,1.41833,0.001469,26546,26585,0.001469,137,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_096,1.786902,1.745897,0.628915,0.628921,1.086525,0.026433,0.325923,0.000417,50312,50333,0.000417,267,27/8/2019,4,1,0.8,1,50,4,29129,3450
wt050_096,1.979756,1.927791,0.780896,0.7809,1.1154,0.027798,0.51264,0.000417,50312,50333,0.000417,250,27/8/2019,4,1,0.8,2,50,4,29129,3334
wt050_096,1.633762,1.587438,0.469125,0.469129,1.095459,0.019559,0.192625,0.000417,50312,50333,0.000417,251,27/8/2019,4,1,0.8,3,50,4,29129,3444
wt050_096,1.928882,1.887949,0.630022,0.630028,1.207764,0.048707,0.328467,0.000417,50312,50333,0.000417,251,27/8/2019,4,1,0.8,4,50,4,29129,3432
wt050_096,2.523487,2.48198,1.20424,1.204245,1.24445,0.032186,0.875054,0.000417,50312,50333,0.000417,263,27/8/2019,4,1,0.8,5,50,4,24231,2658
wt050_096,2.560339,2.484874,1.324926,1.32493,1.130508,0.026075,1.036984,0.000417,50312,50333,0.000417,250,27/8/2019,4,1,0.8,6,50,4,24231,2617
wt050_096,2.270122,2.17545,0.98797,0.987976,1.129813,0.052596,0.670893,0.000417,50312,50333,0.000417,251,27/8/2019,4,1,0.8,7,50,4,24231,2645
wt050_096,2.400834,2.347408,1.190296,1.190301,1.127482,0.02986,0.891518,0.000417,50312,50333,0.000417,251,27/8/2019,4,1,0.8,8,50,4,24231,2634
wt050_096,1.508692,1.46953,0.357197,0.3572,1.110766,0,0.045266,0.000497,50308,50333,0.000497,311,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_096,3.540913,3.45221,2.204898,2.204901,1.174847,0,1.93099,0.000417,50312,50333,0.000417,242,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_101,0.051486,0.037507,0,0,0.000902,0.035809,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,1,50,4,27215,0
wt050_101,0.036243,0.035216,0,0,0.000552,0.034209,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,50,4,27215,0
wt050_101,0.03619,0.023094,0,0,0,0.022334,0,1,0,0,0,0,27/8/2019,4,1,0.8,3,50,4,27215,0
wt050_101,0.035384,0.031841,0,0,0.000978,0.030043,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,50,4,27215,0
wt050_101,0.043687,0.036739,0,0,0.000646,0.036023,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,50,4,26770,0
wt050_101,0.042339,0.035162,0,0,0.00098,0.033371,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,50,4,26770,0
wt050_101,0.042784,0.039343,0,0,0.000944,0.037589,0,1,0,0,0,0,27/8/2019,4,1,0.8,7,50,4,26770,0
wt050_101,0.059375,0.049647,0,0,0.001026,0.047633,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,8,50,4,26770,0
wt050_101,0.001818,0.000909,0,0,0.000471,0,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_101,0.056726,0.046582,0,0,0.000976,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_106,0.042522,0.029356,0,0,0.000924,0.027913,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,1,50,4,30426,0
wt050_106,0.04687,0.036787,0,0,0.001861,0.033656,0,1,0,0,0,0,27/8/2019,4,1,0.8,2,50,4,30426,0
wt050_106,0.04416,0.030351,0,0,0.001484,0.02789,0,1,0,0,0,0,27/8/2019,4,1,0.8,3,50,4,30426,0
wt050_106,0.049842,0.036334,0,0,0.001176,0.035088,0,1,0,0,0,0,27/8/2019,4,1,0.8,4,50,4,30426,0
wt050_106,0.052563,0.049106,0,0,0.001894,0.046149,0,1,0,0,0,0,27/8/2019,4,1,0.8,5,50,4,29582,0
wt050_106,0.054723,0.037376,0,0,0.001866,0.034512,0,1,0,0,0,0,27/8/2019,4,1,0.8,6,50,4,29582,0
wt050_106,0.052564,0.048934,0,0,0,0.048865,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,7,50,4,29582,0
wt050_106,0.049514,0.045926,0,0,0.000748,0.044666,0,1,0,0,0,0,27/8/2019,4,1,0.8,8,50,4,29582,0
wt050_106,0.00252,0,0,0,0,0,0,1,0,0,0,0,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_106,0.053277,0.039824,0,0,0.001955,0,0,1,0,0,4.27255705194724E+180,0,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_111,2.745135,2.69185,0.603583,0.603588,2.06213,0.025784,0.345939,0.006471,10045,10110,0.006471,223,27/8/2019,4,1,0.8,1,50,4,32177,5547
wt050_111,2.801858,2.752767,0.738261,0.738265,1.984602,0.024516,0.515287,0.006271,10047,10110,0.006271,209,27/8/2019,4,1,0.8,2,50,4,32177,5303
wt050_111,2.470078,2.418906,0.427154,0.427158,1.957263,0.030784,0.204585,0.006471,10045,10110,0.006471,208,27/8/2019,4,1,0.8,3,50,4,32177,5371
wt050_111,2.685576,2.620679,0.533311,0.533316,2.061324,0.025916,0.314306,0.006271,10047,10110,0.006271,208,27/8/2019,4,1,0.8,4,50,4,32177,5401
wt050_111,3.34008,3.278078,1.144948,1.144952,2.10073,0.031738,0.86986,0.006471,10045,10110,0.006471,223,27/8/2019,4,1,0.8,5,50,4,29872,4699
wt050_111,3.268397,3.22519,1.198917,1.198923,1.982874,0.041361,0.957288,0.006271,10047,10110,0.006271,209,27/8/2019,4,1,0.8,6,50,4,29872,4503
wt050_111,2.786875,2.719661,0.690914,0.690917,1.990788,0.032877,0.450234,0.006471,10045,10110,0.006471,208,27/8/2019,4,1,0.8,7,50,4,29872,4509
wt050_111,3.109701,3.058231,0.979028,0.979032,2.048536,0.02701,0.735176,0.006271,10047,10110,0.006271,208,27/8/2019,4,1,0.8,8,50,4,29872,4554
wt050_111,2.269859,2.235557,0.239154,0.239158,1.990537,0,0.035865,0.006972,10040,10110,0.006972,218,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_111,4.457093,4.377612,2.260808,2.260812,2.055422,0,2.031238,0.00607,10049,10110,0.00607,208,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_116,2.73454,2.656018,0.371123,0.371128,2.259986,0.022498,0.179782,0.007036,11513,11594,0.007036,189,27/8/2019,4,1,0.8,1,50,4,25768,6965
wt050_116,2.876782,2.819505,0.516061,0.516065,2.279582,0.021717,0.329861,0.006511,11519,11594,0.006511,182,27/8/2019,4,1,0.8,2,50,4,25768,6519
wt050_116,2.907736,2.860493,0.343684,0.343688,2.475718,0.035896,0.122777,0.007036,11513,11594,0.007036,209,27/8/2019,4,1,0.8,3,50,4,25768,6973
wt050_116,2.835874,2.722775,0.340879,0.340883,2.360278,0.019673,0.165708,0.006511,11519,11594,0.006511,184,27/8/2019,4,1,0.8,4,50,4,25768,6678
wt050_116,3.335993,3.290519,0.822488,0.822492,2.433661,0.032862,0.582574,0.007036,11513,11594,0.007036,189,27/8/2019,4,1,0.8,5,50,4,23243,5525
wt050_116,3.211316,3.149934,0.853496,0.853501,2.26872,0.022373,0.638647,0.006511,11519,11594,0.006511,182,27/8/2019,4,1,0.8,6,50,4,23243,5158
wt050_116,3.056887,2.970859,0.606301,0.606307,2.333947,0.026077,0.376087,0.007036,11513,11594,0.007036,209,27/8/2019,4,1,0.8,7,50,4,23243,5526
wt050_116,3.238262,3.147325,0.750891,0.750895,2.362916,0.027114,0.543252,0.006511,11519,11594,0.006511,184,27/8/2019,4,1,0.8,8,50,4,23243,5254
wt050_116,2.990078,2.9458,0.21049,0.210493,2.731629,0,0.027098,0.007123,11512,11594,0.007123,206,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_116,3.79052,3.735661,1.378982,1.378986,2.311391,0,1.19753,0.006424,11520,11594,0.006424,193,27/8/2019,4,1,0.8,10,50,4,0,0
wt050_121,2.243354,2.174048,0.328693,0.328697,1.812174,0.028021,0.160311,0.001304,23768,23799,0.001304,163,27/8/2019,4,1,0.8,1,50,4,26558,3781
wt050_121,2.454877,2.378381,0.388263,0.388267,1.969338,0.019898,0.238659,0.001262,23769,23799,0.001262,156,27/8/2019,4,1,0.8,2,50,4,26558,3678
wt050_121,2.219582,2.118571,0.244297,0.244302,1.851478,0.022468,0.086177,0.001304,23768,23799,0.001304,167,27/8/2019,4,1,0.8,3,50,4,26558,3766
wt050_121,2.275059,2.221364,0.310527,0.310531,1.880377,0.025637,0.154354,0.001262,23769,23799,0.001262,153,27/8/2019,4,1,0.8,4,50,4,26558,3796
wt050_121,2.507564,2.442449,0.613579,0.613583,1.804765,0.024197,0.431225,0.001304,23768,23799,0.001304,165,27/8/2019,4,1,0.8,5,50,4,22995,2687
wt050_121,2.715415,2.641795,0.730887,0.730892,1.862991,0.045943,0.553914,0.001262,23769,23799,0.001262,156,27/8/2019,4,1,0.8,6,50,4,22995,2646
wt050_121,2.540307,2.485967,0.605263,0.605268,1.846095,0.029945,0.406145,0.001304,23768,23799,0.001304,167,27/8/2019,4,1,0.8,7,50,4,22995,2666
wt050_121,2.544409,2.474826,0.627712,0.627715,1.818286,0.027212,0.459707,0.001262,23769,23799,0.001262,153,27/8/2019,4,1,0.8,8,50,4,22995,2703
wt050_121,1.988763,1.926883,0.158744,0.158747,1.763721,0,0.021709,0.001473,23764,23799,0.001473,176,27/8/2019,4,1,0.8,9,50,4,0,0
wt050_121,2.994795,2.944233,1.09757,1.097572,1.802713,0,0.97716,0.001304,23768,23799,0.001304,167,27/8/2019,4,1,0.8,10,50,4,0,0
wt100_001,8.703932,8.58791,2.257556,2.257562,6.199441,0.125574,1.426599,0.005528,1990,2001,0.005528,248,28/8/2019,4,1,0.8,1,100,4,113292,56950
wt100_001,9.811659,9.704317,3.60647,3.606475,5.952332,0.134575,2.631494,0.005528,1990,2001,0.005528,258,28/8/2019,4,1,0.8,2,100,4,113292,56157
wt100_001,8.028942,7.92622,1.708772,1.708778,6.032671,0.179109,0.800822,0.005528,1990,2001,0.005528,241,28/8/2019,4,1,0.8,3,100,4,113292,56166
wt100_001,10.025061,9.867267,2.490143,2.490149,7.210068,0.156804,1.462593,0.005528,1990,2001,0.005528,269,28/8/2019,4,1,0.8,4,100,4,113292,56231
wt100_001,12.193567,12.059523,4.871061,4.871067,6.959205,0.215857,3.693521,0.005528,1990,2001,0.005528,259,28/8/2019,4,1,0.8,5,100,4,92129,55803
wt100_001,13.659623,13.44428,6.05537,6.055376,7.182321,0.197771,4.862843,0.005528,1990,2001,0.005528,251,28/8/2019,4,1,0.8,6,100,4,92129,55025
wt100_001,11.260456,11.066653,3.233941,3.233948,7.624271,0.196766,2.257318,0.005528,1990,2001,0.005528,241,28/8/2019,4,1,0.8,7,100,4,92129,55803
wt100_001,12.772925,12.571478,5.033881,5.033888,7.317465,0.208372,3.818326,0.005528,1990,2001,0.005528,269,28/8/2019,4,1,0.8,8,100,4,92129,55828
wt100_001,7.740747,7.65464,0.466328,0.466332,7.176177,0,0.15608,0.005528,1990,2001,0.005528,215,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_001,24.776236,24.546251,16.444602,16.444606,7.26019,0,15.613792,0.005528,1990,2001,0.005528,256,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_006,19.140766,18.879116,3.820973,3.820978,14.907014,0.142066,2.221668,0,16893,16893,0,401,28/8/2019,4,1,0.8,1,100,4,111115,0
wt100_006,20.644532,20.427073,5.403362,5.403369,14.874735,0.138389,3.760969,0,16893,16893,0,387,28/8/2019,4,1,0.8,2,100,4,111115,0
wt100_006,18.075887,17.893273,2.465387,2.465392,15.294966,0.121182,0.976598,0,16893,16893,0,393,28/8/2019,4,1,0.8,3,100,4,111115,0
wt100_006,19.655416,19.453939,3.843402,3.843407,15.457495,0.145641,2.050398,0,16893,16893,0,431,28/8/2019,4,1,0.8,4,100,4,111115,57
wt100_006,23.013929,22.825512,6.690044,6.69005,15.892422,0.230856,5.019905,0,16893,16893,0,401,28/8/2019,4,1,0.8,5,100,4,96946,0
wt100_006,23.73197,23.507489,7.803745,7.80375,15.52329,0.172831,6.129685,0,16893,16893,0,387,28/8/2019,4,1,0.8,6,100,4,96946,32006
wt100_006,21.148399,20.953647,5.105503,5.105509,15.663626,0.172782,3.56298,0,16893,16893,0,393,28/8/2019,4,1,0.8,7,100,4,96946,0
wt100_006,24.056184,23.778322,7.614647,7.614651,15.983042,0.169351,5.705629,0,16893,16893,0,431,28/8/2019,4,1,0.8,8,100,4,96946,31943
wt100_006,16.798237,16.637726,0.991071,0.991075,15.631842,0,0.2215,0,16893,16893,0,388,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_006,42.881857,42.578618,25.07174,25.071744,16.461049,0,23.329477,0,16893,16893,0,421,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_011,36.048749,35.705417,4.383613,4.383619,31.149275,0.152081,2.390402,0.001673,50196,50280,0.001673,479,28/8/2019,4,1,0.8,1,100,4,101120,27630
wt100_011,37.276217,36.868909,6.06841,6.068416,30.716682,0.071478,4.108417,0.001673,50196,50280,0.001673,495,28/8/2019,4,1,0.8,2,100,4,101120,27592
wt100_011,36.434606,35.98572,2.865078,2.865082,32.95891,0.143764,1.058108,0.001673,50196,50280,0.001673,447,28/8/2019,4,1,0.8,3,100,4,101120,27634
wt100_011,36.781766,36.417504,3.992826,3.992832,32.268532,0.141187,2.115968,0.001673,50196,50280,0.001673,474,28/8/2019,4,1,0.8,4,100,4,101120,27692
wt100_011,40.014158,39.604569,7.435015,7.435022,31.999558,0.154164,5.339839,0.001673,50196,50280,0.001673,479,28/8/2019,4,1,0.8,5,100,4,90409,26158
wt100_011,42.173593,41.839793,8.915946,8.915951,32.747962,0.157898,6.89732,0.001673,50196,50280,0.001673,495,28/8/2019,4,1,0.8,6,100,4,90409,26198
wt100_011,38.279195,37.849855,5.428859,5.428865,32.277933,0.129205,3.638628,0.001673,50196,50280,0.001673,447,28/8/2019,4,1,0.8,7,100,4,90409,26167
wt100_011,41.145007,40.82572,7.639174,7.639179,33.005368,0.164532,5.782183,0.001673,50196,50280,0.001673,474,28/8/2019,4,1,0.8,8,100,4,90409,26216
wt100_011,36.694399,36.380834,1.453642,1.453645,34.910137,0,0.239683,0.001713,50194,50280,0.001713,439,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_011,54.068088,53.440101,22.475953,22.475957,30.23097,0,21.04169,0.001634,50198,50280,0.001634,457,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_016,34.01185,33.666647,4.716518,4.716522,28.862261,0.074429,2.519409,0.001417,110103,110259,0.001417,611,28/8/2019,4,1,0.8,1,100,4,107698,23497
wt100_016,36.247261,35.878058,6.880873,6.880876,28.883082,0.104727,4.565582,0.001408,110104,110259,0.001408,656,28/8/2019,4,1,0.8,2,100,4,107698,23366
wt100_016,33.495398,33.168478,4.007415,4.00742,29.06303,0.08493,1.508119,0.001417,110103,110259,0.001417,667,28/8/2019,4,1,0.8,3,100,4,107698,23399
wt100_016,34.326626,34.035251,4.886816,4.88682,29.051091,0.088456,2.522536,0.001408,110104,110259,0.001408,650,28/8/2019,4,1,0.8,4,100,4,107698,23517
wt100_016,37.748516,37.398953,8.497173,8.497179,28.767536,0.124968,6.194414,0.001417,110103,110259,0.001417,611,28/8/2019,4,1,0.8,5,100,4,97050,21505
wt100_016,40.001823,39.691949,10.725193,10.725197,28.803057,0.154869,8.30973,0.001408,110104,110259,0.001408,656,28/8/2019,4,1,0.8,6,100,4,97050,21430
wt100_016,36.970673,36.465216,7.311496,7.3115,29.01149,0.130749,4.87941,0.001417,110103,110259,0.001417,667,28/8/2019,4,1,0.8,7,100,4,97050,21402
wt100_016,39.59308,39.254855,10.026501,10.026506,29.084268,0.134654,7.566034,0.001408,110104,110259,0.001408,650,28/8/2019,4,1,0.8,8,100,4,97050,21523
wt100_016,31.584808,31.196172,2.46223,2.462233,28.714679,0,0.292571,0.001426,110102,110259,0.001426,653,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_016,62.769916,62.31443,32.738597,32.738601,28.951378,0,30.595755,0.001353,110110,110259,0.001353,625,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_021,24.457087,24.119161,6.658561,6.658566,17.356752,0.093955,3.300099,4.2E-05,237389,237399,4.2E-05,749,28/8/2019,4,1,0.8,1,100,4,111173,8276
wt100_021,26.370101,26.007012,8.515595,8.5156,17.375683,0.107084,5.594286,4.2E-05,237389,237399,4.2E-05,741,28/8/2019,4,1,0.8,2,100,4,111173,8206
wt100_021,23.027666,22.713641,5.166612,5.166616,17.462632,0.078523,1.794767,4.2E-05,237389,237399,4.2E-05,750,28/8/2019,4,1,0.8,3,100,4,111173,8373
wt100_021,23.492266,23.243791,6.222847,6.222852,16.908901,0.105075,3.112688,4.2E-05,237389,237399,4.2E-05,731,28/8/2019,4,1,0.8,4,100,4,111173,8662
wt100_021,28.995216,28.627976,11.36855,11.368556,17.108753,0.142041,7.87194,4.2E-05,237389,237399,4.2E-05,749,28/8/2019,4,1,0.8,5,100,4,92979,7246
wt100_021,30.720587,30.386268,13.055496,13.055502,17.182298,0.141922,10.026345,4.2E-05,237389,237399,4.2E-05,741,28/8/2019,4,1,0.8,6,100,4,92979,7570
wt100_021,27.060946,26.785304,9.047999,9.048004,17.611172,0.116047,5.802181,4.2E-05,237389,237399,4.2E-05,750,28/8/2019,4,1,0.8,7,100,4,92979,7372
wt100_021,29.636132,29.142154,11.855042,11.855047,17.13175,0.146918,8.759752,4.2E-05,237389,237399,4.2E-05,731,28/8/2019,4,1,0.8,8,100,4,92979,7647
wt100_021,21.868176,21.504912,4.245571,4.245575,17.249434,0,0.383936,4.6E-05,237388,237399,4.6E-05,847,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_021,58.732993,58.180604,39.659866,39.65987,17.720642,0,36.49729,4.2E-05,237389,237399,4.2E-05,727,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_026,5.805036,5.730725,1.382621,1.382627,4.182459,0.152331,0.960898,0,141,141,0,164,28/8/2019,4,1,0.8,1,100,4,124075,0
wt100_026,6.296105,6.221687,1.880826,1.880831,4.16574,0.163972,1.491726,0,141,141,0,163,28/8/2019,4,1,0.8,2,100,4,124075,0
wt100_026,5.410574,5.309086,0.8588,0.858806,4.286785,0.155395,0.483503,0,141,141,0,157,28/8/2019,4,1,0.8,3,100,4,124075,0
wt100_026,5.845423,5.774234,1.332243,1.332249,4.269481,0.161097,0.895289,0,141,141,0,171,28/8/2019,4,1,0.8,4,100,4,124075,16
wt100_026,7.324104,7.250645,2.798007,2.798012,4.253184,0.187597,2.355665,0,141,141,0,169,28/8/2019,4,1,0.8,5,100,4,110202,0
wt100_026,8.092061,7.972777,3.391148,3.391153,4.397249,0.175275,2.773278,0,141,141,0,162,28/8/2019,4,1,0.8,6,100,4,110202,73304
wt100_026,6.418906,6.335737,1.896858,1.896863,4.235459,0.195136,1.506871,0,141,141,0,157,28/8/2019,4,1,0.8,7,100,4,110202,0
wt100_026,7.776869,7.666668,3.142522,3.142527,4.251522,0.264881,2.48755,0,141,141,0,171,28/8/2019,4,1,0.8,8,100,4,110202,73304
wt100_026,4.655628,4.597017,0.245802,0.245805,4.337188,0,0.092944,0,141,141,0,134,28/8/2019,4,1,0.8,9,100,4,0,0
wt100_026,15.278511,15.158965,10.198929,10.198932,4.218172,0,9.82139,0,141,141,0,168,28/8/2019,4,1,0.8,10,100,4,0,0
wt100_031,11.404537,11.282706,2.640812,2.640818,8.504721,0.134082,1.658055,0.007062,7080,7130,0.007062,342,28/8/2019,4,1,0.8,1,100,4,115665,48244
wt100_031,12.142708,12.033034,3.479303,3.479307,8.381341,0.16083,2.518114,0.007062,7080,7130,0.007062,318,28/8/2019,4,1,0.8,2,100,4,115665,48233
wt100_031,10.837217,10.617388,1.824963,1.824969,8.657623,0.127761,0.810798,0.007062,7080,7130,0.007062,337,28/8/2019,4,1,0.8,3,100,4,115665,48286
